시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
서울특별시 구로구 구로동,1263,1263,0,롯데,84.93,201804,1~10,"59,500",11,1999,새말로
서울특별시 구로구 구로동,1263,1263,0,롯데,84.93,201804,1~10,"55,800",5,1999,새말로
서울특별시 구로구 구로동,1263,1263,0,롯데,84.93,201804,11~20,"52,800",14,1999,새말로
서울특별시 구로구 구로동,Aug-44,44,8,비즈트위트Orange,15.54,201804,21~30,"11,000",6,2013,공원로6가길
서울특별시 구로구 구로동,Aug-44,44,8,비즈트위트Orange,14.88,201804,21~30,"11,500",5,2013,공원로6가길
서울특별시 구로구 구로동,256-1,256,1,삼성래미안,78.665,201804,1~10,"55,500",12,2004,디지털로31길
서울특별시 구로구 구로동,792-50,792,50,삼성아트빌라,59.29,201804,11~20,"18,700",1,1996,디지털로27라길
서울특별시 구로구 구로동,108-2,108,2,새솔금호,59.9,201804,21~30,"31,850",19,1996,공원로
서울특별시 구로구 구로동,145-23,145,23,성락,57.33,201804,11~20,"26,300",7,1988,도림로20길
서울특별시 구로구 구로동,42,42,0,신도림LG자이,84.952,201804,1~10,"62,700",10,2004,새말로18길
서울특별시 구로구 구로동,Jan-43,43,1,신도림로제리움,16.92,201804,1~10,"13,800",19,2012,공원로8길
서울특별시 구로구 구로동,Jan-43,43,1,신도림로제리움,20.55,201804,11~20,"15,000",18,2012,공원로8길
서울특별시 구로구 구로동,1267,1267,0,신도림태영타운,59.88,201804,1~10,"57,000",22,2000,새말로
서울특별시 구로구 구로동,1267,1267,0,신도림태영타운,84.87,201804,1~10,"74,500",10,2000,새말로
서울특별시 구로구 구로동,560,560,0,신도림현대,80.01,201804,1~10,"49,700",11,1994,새말로9길
서울특별시 구로구 구로동,560,560,0,신도림현대,80.01,201804,11~20,"42,000",1,1994,새말로9길
서울특별시 구로구 구로동,46,46,0,쌍용플래티넘노블,124.11,201804,11~20,"57,850",22,2006,공원로
서울특별시 구로구 구로동,1058,1058,0,우성(1058),84.38,201804,1~10,"46,100",7,1995,구일로8길
서울특별시 구로구 구로동,110-9,110,9,우원그린빌,84.206,201804,1~10,"35,800",6,2001,구로중앙로28다길
서울특별시 구로구 구로동,1260,1260,0,이화우성,84.98,201804,1~10,"44,300",3,1998,도림로22길
서울특별시 구로구 구로동,1261,1261,0,일신건영,59.97,201804,11~20,"36,300",5,1998,새말로9길
서울특별시 구로구 구로동,800-2,800,2,조성빌라,59.4,201804,1~10,"17,000",5,2000,도림로8길
서울특별시 구로구 구로동,110,110,0,종인아네스트,16.04,201804,11~20,"10,900",19,2012,공원로7길
서울특별시 구로구 구로동,685-222,685,222,주공1,83.805,201804,11~20,"54,700",4,1986,구일로4길
서울특별시 구로구 구로동,685-223,685,223,주공2,49.94,201804,11~20,"39,000",3,1987,구일로4길
서울특별시 구로구 구로동,110-8,110,8,하나세인스톤1차,21.7256,201804,11~20,"15,800",12,2011,구로중앙로28다길
서울특별시 구로구 구로동,Apr-97,97,4,하나세인스톤2차,19.33,201804,21~30,"14,750",17,2011,가마산로
서울특별시 구로구 구로동,642-9,642,9,한신,44.78,201804,11~20,"27,650",6,1988,구일로8길
서울특별시 구로구 구로동,1280,1280,0,한신휴플러스(1280-0),50.17,201804,1~10,"40,800",16,2007,디지털로31길
서울특별시 구로구 구로동,74-30,74,30,현대,56.49,201804,21~30,"30,300",7,1988,구로중앙로18길
서울특별시 구로구 구로동,685-147,685,147,현대상선,79.98,201804,1~10,"42,000",14,1987,구일로10길
서울특별시 구로구 구로동,685-70,685,70,현대연예인,44.17,201804,21~30,"25,750",13,1989,구일로4길
서울특별시 구로구 구로동,108,108,0,현대파크빌,138.358,201804,1~10,"51,800",21,1999,공원로
서울특별시 구로구 구로동,110-1,110,1,희훈타워빌,128.68,201804,1~10,"47,000",14,1998,공원로
서울특별시 구로구 신도림동,642,642,0,대림1,101.48,201804,11~20,"69,000",4,1999,신도림로
서울특별시 구로구 신도림동,642,642,0,대림1,84.95,201804,11~20,"59,000",2,1999,신도림로
서울특별시 구로구 신도림동,642,642,0,대림2,84.95,201804,21~30,"60,000",12,2001,신도림로
서울특별시 구로구 신도림동,646,646,0,대림e-편한세상4,117.74,201804,1~10,"100,000",17,2003,경인로65길
서울특별시 구로구 신도림동,646,646,0,대림e-편한세상4,117.74,201804,21~30,"105,000",7,2003,경인로65길
서울특별시 구로구 신도림동,643,643,0,동아1,169.199,201804,21~30,"78,900",6,1999,신도림로
서울특별시 구로구 신도림동,645,645,0,동아3,138.412,201804,1~10,"80,000",27,2000,신도림로
서울특별시 구로구 신도림동,692,692,0,디큐브시티,128.41,201804,11~20,"100,100",19,2011,경인로
서울특별시 구로구 신도림동,290,290,0,미성,83.67,201804,1~10,"45,800",7,1987,신도림로11가길
서울특별시 구로구 신도림동,290,290,0,미성,83.67,201804,11~20,"45,000",6,1987,신도림로11가길
서울특별시 구로구 신도림동,435-10,435,10,신도림3차푸르지오,82.8,201804,1~10,"60,000",10,2007,경인로
서울특별시 구로구 신도림동,338,338,0,신도림대우푸르지오2차,121.24,201804,11~20,"84,000",8,2008,경인로67길
서울특별시 구로구 신도림동,638,638,0,신도림우성5,79.56,201804,11~20,"49,500",1,1994,신도림로21길
서울특별시 구로구 신도림동,641,641,0,현대,76.41,201804,11~20,"42,000",2,1999,신도림로19길
서울특별시 구로구 오류동,335,335,0,금강,84.96,201804,11~20,"27,500",4,1996,서해안로34가길
서울특별시 구로구 오류동,356,356,0,다청림,15.57,201804,21~30,"10,000",2,2013,서해안로
서울특별시 구로구 오류동,338,338,0,동부골든,59.94,201804,11~20,"27,900",10,1998,고척로
서울특별시 구로구 오류동,Apr-31,31,4,오류동휘버스,83.97,201804,1~10,"25,000",9,2006,고척로18길
서울특별시 구로구 온수동,154,154,0,리치안풍산,84.99,201804,11~20,"30,900",7,2009,부일로1길
서울특별시 구로구 천왕동,281,281,0,천왕연지타운2단지,84.9,201804,21~30,"52,200",12,2014,오리로
서울특별시 구로구 항동,16-36,16,36,동보수목원(16-36),41.73,201804,11~20,"13,400",3,2009,연동로13길
서울특별시 금천구 가산동,141-2,141,2,가산양우내안에애플,12.04,201804,11~20,"11,500",16,2013,남부순환로
서울특별시 금천구 가산동,769,769,0,두산,84.9,201804,1~10,"44,500",4,1998,가산로
서울특별시 금천구 가산동,769,769,0,두산,59.84,201804,1~10,"37,500",18,1998,가산로
서울특별시 금천구 가산동,769,769,0,두산,101.67,201804,11~20,"32,500",2,1998,가산로
서울특별시 금천구 가산동,140-36,140,36,비즈트위트바이올렛5차,12.19,201804,11~20,"13,500",15,2014,디지털로12길
서울특별시 금천구 독산동,332-14,332,14,계룡,59.34,201804,1~10,"29,900",20,1998,범안로15길
서울특별시 금천구 독산동,711-2,711,2,금천현대,59.82,201804,1~10,"33,000",17,2002,벚꽃로
서울특별시 금천구 독산동,1140,1140,0,독산동중앙하이츠빌,84.8768,201804,1~10,"43,500",6,2004,범안로
서울특별시 금천구 독산동,1144,1144,0,독산동한양수자인,67.925,201804,1~10,"44,000",9,2011,시흥대로150길
서울특별시 금천구 독산동,1088,1088,0,독산주공14단지,44.94,201804,1~10,"21,700",9,1990,한내로
서울특별시 금천구 독산동,1131,1131,0,라이프,84.74,201804,1~10,"34,000",1,1996,벚꽃로
서울특별시 금천구 독산동,1131,1131,0,라이프,84.74,201804,21~30,"35,000",11,1996,벚꽃로
서울특별시 금천구 독산동,992-43,992,43,리치힐104(992-43),94.88,201804,1~10,"34,800",2,2004,독산로92길
서울특별시 금천구 독산동,1143,1143,0,이랜드해가든,84.935,201804,1~10,"50,800",11,2008,벚꽃로6길
서울특별시 금천구 독산동,1143,1143,0,이랜드해가든,84.935,201804,1~10,"49,000",7,2008,벚꽃로6길
서울특별시 금천구 독산동,1139,1139,0,청광플러스원,84.962,201804,11~20,"38,000",2,2003,두산로11길
서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,84.97,201804,1~10,"35,700",6,2004,금하로
서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,84.97,201804,21~30,"37,000",8,2004,금하로
서울특별시 금천구 시흥동,1013,1013,0,관악산벽산타운5,114.84,201804,21~30,"46,000",19,2004,금하로
서울특별시 금천구 시흥동,1017,1017,0,관악산신도브래뉴,84.8,201804,1~10,"44,300",14,2006,금하로24나길
서울특별시 금천구 시흥동,1008,1008,0,금강,59.95,201804,1~10,"29,500",6,2000,독산로50길
서울특별시 금천구 시흥동,992-2,992,2,남서울건영,53.39,201804,11~20,"23,300",5,1982,시흥대로59길
서울특별시 금천구 시흥동,384-12,384,12,남서울건영2,61.15,201804,1~10,"27,180",4,1989,독산로10길
서울특별시 금천구 시흥동,1026,1026,0,남서울힐스테이트,84.786,201804,1~10,"55,500",8,2011,시흥대로
서울특별시 금천구 시흥동,1026,1026,0,남서울힐스테이트,84.786,201804,1~10,"60,000",15,2011,시흥대로
서울특별시 금천구 시흥동,1026,1026,0,남서울힐스테이트,84.677,201804,1~10,"58,000",11,2011,시흥대로
서울특별시 금천구 시흥동,1026,1026,0,남서울힐스테이트,84.786,201804,11~20,"54,900",3,2011,시흥대로
서울특별시 금천구 시흥동,1026,1026,0,남서울힐스테이트,84.786,201804,11~20,"59,000",9,2011,시흥대로
서울특별시 금천구 시흥동,1026,1026,0,남서울힐스테이트,59.817,201804,21~30,"49,400",2,2011,시흥대로
서울특별시 금천구 시흥동,1002-1,1002,1,럭키남서울,41.22,201804,11~20,"23,500",10,1981,시흥대로47길
서울특별시 금천구 시흥동,1002-1,1002,1,럭키남서울,41.22,201804,11~20,"23,800",7,1981,시흥대로47길
서울특별시 금천구 시흥동,1010,1010,0,벽산,59.94,201804,1~10,"25,500",5,2000,금하로
서울특별시 금천구 시흥동,1010,1010,0,벽산,84.99,201804,1~10,"34,200",15,2000,금하로
서울특별시 금천구 시흥동,1010,1010,0,벽산,114.84,201804,1~10,"35,700",11,2000,금하로
서울특별시 금천구 시흥동,05월 13일,5,13,삼익,114.48,201804,1~10,"42,500",24,1999,독산로50길
서울특별시 금천구 시흥동,05월 13일,5,13,삼익,59.76,201804,1~10,"30,000",3,1999,독산로50길
서울특별시 금천구 시흥동,05월 13일,5,13,삼익,114.48,201804,11~20,"40,000",2,1999,독산로50길
서울특별시 금천구 시흥동,806,806,0,시흥동 월드메르디앙,59.88,201804,11~20,"29,500",1,2006,독산로36길
서울특별시 금천구 시흥동,806,806,0,시흥동 월드메르디앙,82.81,201804,11~20,"40,600",3,2006,독산로36길
서울특별시 금천구 시흥동,200-4,200,4,신화아파트(200-4),79.02,201804,1~10,"28,000",2,2004,독산로22길
서울특별시 금천구 시흥동,798-64,798,64,오성로얄,80.72,201804,11~20,"28,500",4,2003,독산로36길
서울특별시 금천구 시흥동,220-2,220,2,현대(220-2),49.14,201804,21~30,"23,000",5,1984,탑골로3길
서울특별시 노원구 공릉동,743,743,0,공릉동한보,114.84,201804,1~10,"45,500",18,2000,공릉로46길
서울특별시 노원구 공릉동,743,743,0,공릉동한보,84.93,201804,1~10,"40,700",10,2000,공릉로46길
서울특별시 노원구 공릉동,745,745,0,동신아파트,114.98,201804,11~20,"51,300",12,1999,공릉로
서울특별시 노원구 공릉동,109,109,0,비선아파트,48.6,201804,1~10,"28,000",11,1999,화랑로51길
서울특별시 노원구 공릉동,754,754,0,삼익2차아파트,83.409,201804,11~20,"39,500",15,2004,공릉로34길
서울특별시 노원구 공릉동,714,714,0,삼익4단지아파트,39.6,201804,1~10,"23,000",9,1994,동일로198가길
서울특별시 노원구 공릉동,707,707,0,시영2단지(라이프)아파트,34.44,201804,1~10,"20,000",2,1994,섬밭로
서울특별시 노원구 공릉동,707,707,0,시영2단지(라이프)아파트,39.6,201804,21~30,"22,000",11,1994,동일로198가길
서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,39.6,201804,1~10,"22,750",6,1994,섬밭로
서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,49.5,201804,11~20,"28,300",4,1994,섬밭로
서울특별시 노원구 공릉동,748,748,0,신도1차아파트,81.2768,201804,1~10,"46,400",18,2002,동일로191가길
서울특별시 노원구 공릉동,382-14,382,14,신명아파트,59.99,201804,1~10,"24,800",14,1995,동일로191길
서울특별시 노원구 공릉동,108,108,0,우방아파트,61.151,201804,11~20,"33,000",7,2000,노원로
서울특별시 노원구 공릉동,395-7,395,7,진명비베레,13.9092,201804,1~10,"8,700",3,2012,동일로190길
서울특별시 노원구 공릉동,380-10,380,10,청솔브레싱B동,83.4,201804,11~20,"29,800",2,2003,동일로191가길
서울특별시 노원구 공릉동,91,91,0,청솔아파트8,84.83,201804,1~10,"44,500",9,2000,노원로1가길
서울특별시 노원구 공릉동,81,81,0,태강아파트,49.6,201804,1~10,"29,500",13,1999,공릉로34길
서울특별시 노원구 공릉동,81,81,0,태강아파트,49.6,201804,1~10,"29,000",7,1999,공릉로34길
서울특별시 노원구 공릉동,81,81,0,태강아파트,49.6,201804,11~20,"26,600",3,1999,공릉로34길
서울특별시 노원구 공릉동,81,81,0,태강아파트,49.6,201804,21~30,"27,300",6,1999,공릉로34길
서울특별시 노원구 공릉동,725,725,0,풍림아파트A,59.94,201804,21~30,"42,000",9,2001,섬밭로
서울특별시 노원구 공릉동,230,230,0,현대아파트,86,201804,11~20,"42,000",4,1984,공릉로34길
서울특별시 노원구 상계동,359,359,0,노원현대,84.78,201804,1~10,"51,500",15,1997,상계로3길
서울특별시 노원구 상계동,695,695,0,대림,93.75,201804,1~10,"62,800",9,1988,동일로221길
서울특별시 노원구 상계동,695,695,0,대림,93.75,201804,11~20,"60,700",5,1988,동일로221길
서울특별시 노원구 상계동,1285,1285,0,동아불암,59.4,201804,1~10,"29,800",10,1999,덕릉로
서울특별시 노원구 상계동,1285,1285,0,동아불암,59.4,201804,21~30,"29,000",9,1999,덕릉로
서울특별시 노원구 상계동,1265,1265,0,미주동방벽운,114.92,201804,1~10,"53,800",7,2000,동일로250길
서울특별시 노원구 상계동,173-1,173,1,벽산,59.9,201804,1~10,"31,000",13,1989,한글비석로
서울특별시 노원구 상계동,639,639,0,보람1단지,54.59,201804,1~10,"30,200",1,1988,한글비석로
서울특별시 노원구 상계동,639,639,0,보람1단지,54.59,201804,1~10,"29,700",7,1988,한글비석로
서울특별시 노원구 상계동,639,639,0,보람1단지,54.59,201804,11~20,"29,000",3,1988,한글비석로
서울특별시 노원구 상계동,1293,1293,0,불암현대,84.9,201804,1~10,"38,700",16,1999,덕릉로118길
서울특별시 노원구 상계동,1293,1293,0,불암현대,59.4,201804,11~20,"29,500",10,1999,덕릉로118길
서울특별시 노원구 상계동,765,765,0,상계주공1(고층),58.01,201804,1~10,"36,000",7,1988,동일로213길
서울특별시 노원구 상계동,765,765,0,상계주공1(고층),32.39,201804,21~30,"21,500",5,1988,동일로213길
서울특별시 노원구 상계동,666,666,0,상계주공10(고층),49.94,201804,1~10,"36,300",9,1988,노원로
서울특별시 노원구 상계동,666,666,0,상계주공10(고층),49.94,201804,1~10,"36,800",4,1988,노원로
서울특별시 노원구 상계동,666,666,0,상계주공10(고층),45.9,201804,21~30,"29,300",12,1988,노원로
서울특별시 노원구 상계동,666,666,0,상계주공10(저층),47.34,201804,1~10,"31,500",5,1988,노원로
서울특별시 노원구 상계동,647,647,0,상계주공12(고층),41.3,201804,1~10,"25,500",4,1988,한글비석로
서울특별시 노원구 상계동,637,637,0,상계주공13(고층),45.9,201804,1~10,"21,900",14,1989,한글비석로54길
서울특별시 노원구 상계동,637,637,0,상계주공13(고층),58.01,201804,1~10,"30,800",9,1989,한글비석로54길
서울특별시 노원구 상계동,637,637,0,상계주공13(고층),49.94,201804,1~10,"27,900",10,1989,한글비석로54길
서울특별시 노원구 상계동,637,637,0,상계주공13(고층),58.01,201804,11~20,"31,300",5,1989,한글비석로54길
서울특별시 노원구 상계동,624,624,0,상계주공16(고층),45.77,201804,1~10,"24,900",4,1988,동일로227길
서울특별시 노원구 상계동,624,624,0,상계주공16(고층),59.39,201804,1~10,"34,000",6,1988,동일로227길
서울특별시 노원구 상계동,624,624,0,상계주공16(고층),58.01,201804,11~20,"33,900",7,1988,동일로227길
서울특별시 노원구 상계동,740,740,0,상계주공2(고층),32.39,201804,1~10,"20,000",1,1987,동일로215길
서울특별시 노원구 상계동,740,740,0,상계주공2(고층),32.39,201804,1~10,"24,500",3,1987,동일로215길
서울특별시 노원구 상계동,730-2,730,2,상계주공3(고층),73.94,201804,1~10,"56,900",8,1987,동일로215길
서울특별시 노원구 상계동,721,721,0,상계주공5(저층),31.98,201804,11~20,"37,000",2,1987,동일로216길
서울특별시 노원구 상계동,330-29,330,29,소담빌,14.65,201804,21~30,"13,000",9,2014,노해로85길
서울특별시 노원구 상계동,1313,1313,0,수락리버시티4단지,59.9,201804,11~20,"36,000",6,2009,누원로
서울특별시 노원구 상계동,1277,1277,0,수락한신,84.95,201804,1~10,"36,250",7,1997,동일로242길
서울특별시 노원구 상계동,1255,1255,0,은빛1단지,39.7,201804,1~10,"21,500",6,1998,동일로245길
서울특별시 노원구 상계동,1255,1255,0,은빛1단지,39.7,201804,11~20,"24,200",10,1998,동일로245길
서울특별시 노원구 상계동,1256,1256,0,은빛2단지,59.95,201804,1~10,"32,800",9,1998,동일로245가길
서울특별시 노원구 상계동,1256,1256,0,은빛2단지,49.77,201804,1~10,"28,000",4,1998,동일로245가길
서울특별시 노원구 상계동,1256,1256,0,은빛2단지,39.7,201804,11~20,"21,450",14,1998,동일로245가길
서울특별시 노원구 상계동,694,694,0,임광,122.18,201804,1~10,"63,000",12,1989,노원로
서울특별시 노원구 상계동,694,694,0,임광,106.25,201804,11~20,"65,000",13,1989,노원로
서울특별시 노원구 상계동,135,135,0,한신1차,53.96,201804,11~20,"26,000",13,1987,한글비석로46가길
서울특별시 노원구 상계동,135,135,0,한신1차,45.44,201804,11~20,"19,700",5,1987,한글비석로46가길
서울특별시 노원구 상계동,135,135,0,한신1차,84.92,201804,21~30,"38,400",13,1987,한글비석로46가길
서울특별시 노원구 상계동,135,135,0,한신1차,84.92,201804,21~30,"38,500",13,1987,한글비석로46가길
서울특별시 노원구 상계동,458,458,0,한신3차,60.44,201804,1~10,"26,000",4,1990,한글비석로46가길
서울특별시 노원구 상계동,995,995,0,한신4차,84.84,201804,1~10,"37,000",10,1995,동일로230길
서울특별시 노원구 상계동,995,995,0,한신4차,84.84,201804,1~10,"37,700",10,1995,동일로230길
서울특별시 노원구 상계동,925-1,925,1,한창늘푸른,105.65,201804,1~10,"38,000",9,2003,수락산로
서울특별시 노원구 상계동,1280,1280,0,희락,59.73,201804,21~30,"24,000",5,1997,수락산로
서울특별시 노원구 월계동,949,949,0,꿈의숲 SK VIEW,84.96,201804,1~10,"56,000",11,2016,월계로42길
서울특별시 노원구 월계동,949,949,0,꿈의숲 SK VIEW,59.92,201804,1~10,"47,000",10,2016,월계로42길
서울특별시 노원구 월계동,436,436,0,동신,70.81,201804,1~10,"35,000",3,1983,광운로2나길
서울특별시 노원구 월계동,947,947,0,롯데캐슬루나,84.985,201804,21~30,"43,500",5,2006,월계로45길
서울특별시 노원구 월계동,13,13,0,미성,33.28,201804,1~10,"29,000",4,1986,마들로
서울특별시 노원구 월계동,13,13,0,미성,50.14,201804,1~10,"35,000",7,1986,마들로
서울특별시 노원구 월계동,13,13,0,미성,33.28,201804,1~10,"28,200",1,1986,마들로
서울특별시 노원구 월계동,13,13,0,미성,33.28,201804,11~20,"28,200",4,1986,마들로
서울특별시 노원구 월계동,13,13,0,미성,33.28,201804,21~30,"26,000",5,1986,마들로
서울특별시 노원구 월계동,320-11,320,11,사슴3,33.18,201804,21~30,"17,800",15,1995,월계로55길
서울특별시 노원구 월계동,448-3,448,3,삼창,94.36,201804,1~10,"35,000",4,1984,광운로2가길
서울특별시 노원구 월계동,931,931,0,장은하이빌,55.7153,201804,1~10,"32,250",8,2002,석계로13길
서울특별시 노원구 월계동,556,556,0,주공2,38.64,201804,1~10,"18,000",3,1992,초안산로1길
서울특별시 노원구 월계동,556,556,0,주공2,44.52,201804,11~20,"20,500",2,1992,초안산로1길
서울특별시 노원구 월계동,556,556,0,주공2,38.64,201804,21~30,"17,000",3,1992,초안산로1길
서울특별시 노원구 월계동,556,556,0,주공2,84.815,201804,21~30,"37,000",2,1992,초안산로1길
서울특별시 노원구 월계동,923,923,0,초안1,59.85,201804,1~10,"24,600",11,1998,덕릉로60길
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,84.97,201804,1~10,"52,300",5,2002,마들로
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,75.81,201804,11~20,"39,650",19,2002,마들로
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,201804,11~20,"45,700",20,2002,마들로
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,114.97,201804,11~20,"63,500",20,2002,마들로
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,59.94,201804,11~20,"47,000",16,2002,마들로
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,84.97,201804,21~30,"51,000",2,2002,마들로
서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,84.97,201804,21~30,"55,500",20,2002,마들로
서울특별시 노원구 중계동,360-15,360,15,건영3,84.9,201804,1~10,"68,400",6,1995,노원로22길
서울특별시 노원구 중계동,586,586,0,건영재건축(586),84.44,201804,1~10,"36,200",4,1998,덕릉로
서울특별시 노원구 중계동,593,593,0,삼성,59.9,201804,1~10,"32,500",12,1999,중계로14나길
서울특별시 노원구 중계동,445,445,0,염광,84.5,201804,11~20,"45,000",3,1996,덕릉로79길
서울특별시 노원구 중계동,445,445,0,염광,84.5,201804,11~20,"43,500",2,1996,덕릉로79길
서울특별시 노원구 중계동,369,369,0,주공2,44.52,201804,1~10,"23,000",9,1992,한글비석로14길
서울특별시 노원구 중계동,369,369,0,주공2,44.52,201804,11~20,"21,500",8,1992,한글비석로14길
서울특별시 노원구 중계동,369,369,0,주공2,44.52,201804,11~20,"22,000",10,1992,한글비석로14길
서울특별시 노원구 중계동,359-1,359,1,주공5,38.64,201804,1~10,"23,000",8,1992,중계로
서울특별시 노원구 중계동,362-1,362,1,주공8,49.72,201804,21~30,"29,700",2,1993,한글비석로5길
서울특별시 노원구 중계동,362-1,362,1,주공8,49.72,201804,21~30,"28,200",1,1993,한글비석로5길
서울특별시 노원구 중계동,592,592,0,중계3벽산,59.88,201804,11~20,"37,900",16,1999,덕릉로77길
서울특별시 노원구 중계동,585,585,0,중계3우성,84.87,201804,21~30,"44,500",2,1999,덕릉로
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,59.87,201804,1~10,"32,000",2,1990,섬밭로
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,39.78,201804,1~10,"19,000",10,1990,동일로207길
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.85,201804,11~20,"30,800",6,1990,동일로207길
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.85,201804,21~30,"28,000",12,1990,섬밭로
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.5,201804,21~30,"30,800",10,1990,동일로207길
서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,49.85,201804,21~30,"31,200",15,1990,동일로207길
서울특별시 노원구 중계동,512,512,0,중계무지개,49.89,201804,1~10,"30,000",11,1991,동일로208길
서울특별시 노원구 중계동,512,512,0,중계무지개,39.82,201804,1~10,"24,800",4,1991,동일로208길
서울특별시 노원구 중계동,512,512,0,중계무지개,39.82,201804,11~20,"24,600",5,1991,동일로208길
서울특별시 노원구 중계동,512,512,0,중계무지개,39.82,201804,11~20,"23,700",8,1991,동일로208길
서울특별시 노원구 중계동,512,512,0,중계무지개,59.26,201804,11~20,"38,250",9,1991,동일로208길
서울특별시 노원구 중계동,512,512,0,중계무지개,39.96,201804,11~20,"24,500",5,1991,동일로208길
서울특별시 노원구 중계동,606,606,0,한화꿈에그린TheFirst,84.97,201804,1~10,"58,800",14,2014,덕릉로83길
서울특별시 노원구 하계동,271-3,271,3,극동,84.91,201804,11~20,"49,000",6,1988,섬밭로
서울특별시 노원구 하계동,280,280,0,미성,72.17,201804,1~10,"42,000",12,1989,공릉로59길
서울특별시 노원구 하계동,280,280,0,미성,84.94,201804,1~10,"49,000",4,1989,공릉로59길
서울특별시 노원구 하계동,280,280,0,미성,84.94,201804,11~20,"48,300",2,1989,공릉로59길
서울특별시 노원구 하계동,271-3,271,3,벽산,84.85,201804,11~20,"52,400",14,1988,섬밭로
서울특별시 노원구 하계동,353,353,0,우방,59.74,201804,11~20,"30,300",14,1999,공릉로58길
서울특별시 노원구 하계동,270,270,0,우성,127.22,201804,1~10,"67,800",13,1988,섬밭로
서울특별시 노원구 하계동,273,273,0,장미(시영6),64.88,201804,1~10,"37,000",7,1989,섬밭로
서울특별시 노원구 하계동,273,273,0,장미(시영6),54.02,201804,1~10,"30,750",3,1989,섬밭로
서울특별시 노원구 하계동,273,273,0,장미(시영6),54.02,201804,11~20,"27,950",1,1989,섬밭로
서울특별시 노원구 하계동,274,274,0,청솔(시영7),49.85,201804,1~10,"27,900",5,1989,공릉로59길
서울특별시 노원구 하계동,274,274,0,청솔(시영7),39.78,201804,11~20,"22,500",12,1989,공릉로59길
서울특별시 노원구 하계동,274,274,0,청솔(시영7),59.46,201804,21~30,"33,800",13,1989,공릉로59길
서울특별시 노원구 하계동,251,251,0,하계1청구,84.6,201804,1~10,"53,000",13,1997,한글비석로
서울특별시 노원구 하계동,354,354,0,학여울청구,113.51,201804,1~10,"54,500",5,1999,동일로207길
서울특별시 노원구 하계동,354,354,0,학여울청구,59.4,201804,11~20,"38,000",6,1999,동일로207길
서울특별시 노원구 하계동,354,354,0,학여울청구,84.77,201804,21~30,"56,500",15,1999,동일로207길
서울특별시 노원구 하계동,284,284,0,한신1,35.28,201804,1~10,"23,650",12,1988,공릉로
서울특별시 도봉구 도봉동,595,595,0,럭키,84.86,201804,1~10,"33,000",15,1992,도봉로169길
서울특별시 도봉구 도봉동,87,87,0,삼환도봉,73.89,201804,11~20,"30,500",2,1987,도봉로180길
서울특별시 도봉구 도봉동,87,87,0,삼환도봉,83.97,201804,11~20,"34,500",14,1987,도봉로180길
서울특별시 도봉구 도봉동,555,555,0,서울가든,75.33,201804,1~10,"25,500",1,1987,도봉산길
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201804,1~10,"23,950",11,1996,마들로
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201804,1~10,"22,500",8,1996,마들로
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201804,1~10,"23,400",9,1996,마들로
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201804,11~20,"22,100",16,1996,마들로
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201804,11~20,"22,800",17,1996,마들로
서울특별시 도봉구 도봉동,641,641,0,서원,49.07,201804,11~20,"21,100",18,1996,마들로
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201804,11~20,"21,500",16,1996,마들로
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201804,21~30,"20,300",1,1996,마들로
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201804,21~30,"22,500",12,1996,마들로
서울특별시 도봉구 도봉동,641,641,0,서원,49.77,201804,21~30,"23,200",4,1996,마들로
서울특별시 도봉구 도봉동,01월 30일,30,1,한신,84.94,201804,1~10,"37,300",13,1995,마들로
서울특별시 도봉구 도봉동,01월 30일,30,1,한신,84.94,201804,1~10,"34,700",9,1995,마들로
서울특별시 도봉구 도봉동,01월 30일,30,1,한신,84.94,201804,1~10,"33,350",3,1995,마들로
