시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
서울특별시 양천구 목동,935,935,0,진도1,112.83,201804,1~10,"94,000",11,1998,목동서로
서울특별시 양천구 목동,938,938,0,청학,34.15,201804,21~30,"31,500",2,2002,목동동로12길
서울특별시 양천구 목동,938,938,0,청학,31.93,201804,21~30,"27,500",8,2002,목동동로12길
서울특별시 양천구 목동,961,961,0,하이페리온2,119.369,201804,21~30,"130,000",4,2006,오목로
서울특별시 양천구 목동,916,916,0,현대하이페리온,157.97,201804,1~10,"157,500",35,2003,목동동로
서울특별시 양천구 신월동,438-4,438,4,그린아트빌,110.73,201804,21~30,"30,000",6,2006,남부순환로71길
서울특별시 양천구 신월동,438-4,438,4,그린아트빌,79.46,201804,21~30,"24,200",1,2006,남부순환로71길
서울특별시 양천구 신월동,Jul-81,81,7,덕현해밀(102동),69.93,201804,11~20,"32,000",2,2013,남부순환로35길
서울특별시 양천구 신월동,1052,1052,0,동도센트리움,69.17,201804,1~10,"39,000",10,2007,오목로17길
서울특별시 양천구 신월동,1050,1050,0,디아이빌102동,83.79,201804,1~10,"24,800",2,2007,지양로17길
서울특별시 양천구 신월동,1063,1063,0,롯데캐슬,59.948,201804,11~20,"56,200",15,2014,중앙로29길
서울특별시 양천구 신월동,1057,1057,0,롯데캐슬(1057-0),84.94,201804,1~10,"34,000",6,2010,오목로5길
서울특별시 양천구 신월동,1057,1057,0,롯데캐슬(1057-0),70.91,201804,1~10,"44,000",4,2010,오목로5길
서울특별시 양천구 신월동,1057,1057,0,롯데캐슬(1057-0),84.94,201804,11~20,"52,300",13,2010,오목로5길
서울특별시 양천구 신월동,1057-1,1057,1,롯데캐슬(1057-1),84.63,201804,1~10,"51,000",3,2010,오목로5길
서울특별시 양천구 신월동,1057-1,1057,1,롯데캐슬(1057-1),59.72,201804,11~20,"37,700",9,2010,오목로5길
서울특별시 양천구 신월동,1030,1030,0,방주기픈샘,80.395,201804,11~20,"30,000",7,2004,월정로8길
서울특별시 양천구 신월동,426-3,426,3,방주아크빌,76.57,201804,1~10,"30,000",10,2002,오목로7길
서울특별시 양천구 신월동,1022,1022,0,벽산블루밍1단지,59.9465,201804,21~30,"37,000",2,2003,신정로13길
서울특별시 양천구 신월동,1023,1023,0,벽산블루밍2단지,84.9285,201804,1~10,"43,200",4,2003,신정로13길
서울특별시 양천구 신월동,1023,1023,0,벽산블루밍2단지,84.9285,201804,11~20,"44,000",10,2003,신정로13길
서울특별시 양천구 신월동,1023,1023,0,벽산블루밍2단지,84.9285,201804,21~30,"44,500",3,2003,신정로13길
서울특별시 양천구 신월동,422-7,422,7,보아스청와,59.08,201804,21~30,"23,000",7,2004,오목로3길
서울특별시 양천구 신월동,429-1,429,1,성우,59.97,201804,11~20,"24,000",8,1998,오목로7길
서울특별시 양천구 신월동,547-5,547,5,세아쎄닛빌,84.29,201804,1~10,"30,000",4,2002,남부순환로
서울특별시 양천구 신월동,591-1,591,1,신안약수,87.17,201804,21~30,"37,500",10,1985,중앙로29길
서울특별시 양천구 신월동,1039,1039,0,신월2차보람쉬움,59.43,201804,11~20,"29,000",7,2005,오목로1길
서울특별시 양천구 신월동,125,125,0,신월6차보람,59.232,201804,1~10,"30,300",1,2005,곰달래로7길
서울특별시 양천구 신월동,987-1,987,1,신월시영,50.67,201804,1~10,"26,300",11,1988,신월로
서울특별시 양천구 신월동,987-1,987,1,신월시영,50.67,201804,1~10,"27,000",7,1988,신월로
서울특별시 양천구 신월동,987-1,987,1,신월시영,43.2,201804,1~10,"22,100",2,1988,신월로
서울특별시 양천구 신월동,987-1,987,1,신월시영,43.2,201804,21~30,"22,500",7,1988,신월로
서울특별시 양천구 신월동,1055,1055,0,신정두산위브,84.22,201804,11~20,"54,500",2,2012,신월로20길
서울특별시 양천구 신월동,1027,1027,0,양천벽산블루밍2단지,84.77,201804,1~10,"42,500",10,2006,월정로9길
서울특별시 양천구 신월동,506-1,506,1,우당,59.52,201804,21~30,"27,000",4,1997,오목로
서울특별시 양천구 신월동,1037,1037,0,장수마을,59.8,201804,21~30,"33,800",7,2008,오목로10길
서울특별시 양천구 신월동,1049,1049,0,장수마을2단지동원데쟈뷰,59.71,201804,11~20,"38,700",4,2007,오목로
서울특별시 양천구 신월동,1049,1049,0,장수마을2단지동원데쟈뷰,84.01,201804,11~20,"44,500",15,2007,오목로
서울특별시 양천구 신월동,494-8,494,8,제일캐슬,59.99,201804,21~30,"31,000",5,2003,오목로19길
서울특별시 양천구 신월동,Jun-56,56,6,청남,50.54,201804,11~20,"16,800",5,2003,남부순환로31길
서울특별시 양천구 신월동,1035,1035,0,청성넥스빌,78.01,201804,1~10,"29,500",2,2004,신월로9길
서울특별시 양천구 신월동,467-3,467,3,태진,59.95,201804,21~30,"26,000",2,1998,중앙로55길
서울특별시 양천구 신월동,87-21,87,21,흥양훼미리,83.97,201804,1~10,"27,200",3,2002,월정로
서울특별시 양천구 신정동,1303,1303,0,대림e-편한세상,84.951,201804,1~10,"54,500",15,2004,신정로13길
서울특별시 양천구 신정동,311,311,0,목동신시가지10,53.82,201804,21~30,"72,000",11,1987,목동서로
서울특별시 양천구 신정동,312,312,0,목동신시가지9,53.82,201804,11~20,"56,000",13,1987,목동서로
서울특별시 양천구 신정동,337,337,0,목동우성2,84.96,201804,1~10,"55,000",6,2000,목동남로4길
서울특별시 양천구 신정동,337,337,0,목동우성2,84.96,201804,1~10,"50,000",15,2000,목동남로4길
서울특별시 양천구 신정동,1279,1279,0,목동현대3차,84.77,201804,1~10,"73,000",10,1997,목동동로12길
서울특별시 양천구 신정동,1279,1279,0,목동현대3차,71.16,201804,1~10,"59,800",3,1997,목동동로12길
서울특별시 양천구 신정동,1323,1323,0,목동힐스테이트,59.95,201804,21~30,"89,900",10,2016,중앙로36길
서울특별시 양천구 신정동,733-31,733,31,수정,48.6,201804,1~10,"22,900",4,1987,신정로13길
서울특별시 양천구 신정동,733-31,733,31,수정,47.16,201804,1~10,"23,500",2,1987,신정로13길
서울특별시 양천구 신정동,743-2,743,2,신정6현대,84.6,201804,1~10,"47,100",12,2000,신정로
서울특별시 양천구 신정동,743-2,743,2,신정6현대,114.8,201804,11~20,"55,000",10,2000,신정로
서울특별시 양천구 신정동,1147-5,1147,5,신정그랑프리,84.9,201804,21~30,"37,000",3,2004,중앙로23길
서울특별시 양천구 신정동,1259,1259,0,신트리1,49.8,201804,11~20,"31,000",9,1999,신정로
서울특별시 양천구 신정동,1296,1296,0,아이파크,114.756,201804,11~20,"115,000",6,2002,목동동로
서울특별시 양천구 신정동,1322,1322,0,이펜하우스2단지,84.51,201804,1~10,"47,500",2,2011,신정이펜2로
서울특별시 양천구 신정동,1218-1,1218,1,일진아이윌,69.657,201804,1~10,"32,000",3,2003,중앙로29길
서울특별시 양천구 신정동,336,336,0,청구,84.99,201804,1~10,"61,000",13,1992,신목로2길
서울특별시 양천구 신정동,336,336,0,청구,84.99,201804,1~10,"57,800",2,1992,신목로2길
서울특별시 양천구 신정동,872-6,872,6,팰리스필,80.11,201804,1~10,"36,300",5,2002,신정중앙로15길
서울특별시 양천구 신정동,1281,1281,0,푸른마을2,49.16,201804,1~10,"27,200",9,2001,신정로7길
서울특별시 양천구 신정동,1283,1283,0,푸른마을3,59.91,201804,11~20,"34,250",6,2001,신정로11길
서울특별시 양천구 신정동,1283,1283,0,푸른마을3,59.85,201804,11~20,"36,200",4,2001,신정로11길
서울특별시 양천구 신정동,1293,1293,0,학마을1단지,59.98,201804,1~10,"39,500",5,2000,신정로14길
서울특별시 양천구 신정동,1293,1293,0,학마을1단지,49.98,201804,1~10,"27,900",4,2000,신정로14길
서울특별시 양천구 신정동,1293,1293,0,학마을1단지,49.99,201804,11~20,"27,900",14,2000,신정로14길
서울특별시 양천구 신정동,1291,1291,0,학마을3,84.79,201804,11~20,"44,400",7,2002,신정로
서울특별시 영등포구 당산동,376,376,0,강변래미안,108.15,201804,21~30,"81,200",4,2002,버드나루로
서울특별시 영등포구 당산동,121-136,121,136,성재아이캐슬,84.26,201804,21~30,"47,000",9,2005,국회대로55길
서울특별시 영등포구 당산동,121-200,121,200,휴브리지빌딩,17.11,201804,1~10,"14,900",7,2012,버드나루로
서울특별시 영등포구 당산동1가,01월 16일,16,1,진로,59.4,201804,1~10,"54,700",18,1997,당산로
서울특별시 영등포구 당산동1가,01월 16일,16,1,진로,59.4,201804,11~20,"53,700",6,1997,당산로
서울특별시 영등포구 당산동3가,565,565,0,당산계룡리슈빌3단지,49.993,201804,1~10,"57,700",14,2014,양산로25길
서울특별시 영등포구 당산동3가,561,561,0,동부센트레빌,82.19,201804,1~10,"74,000",10,2003,영신로
서울특별시 영등포구 당산동4가,96,96,0,당산동반도유보라팰리스,84.99,201804,1~10,"83,000",9,2010,국회대로
서울특별시 영등포구 당산동4가,96,96,0,당산동반도유보라팰리스,84.99,201804,1~10,"82,500",12,2010,국회대로
서울특별시 영등포구 당산동4가,98,98,0,브라운스톤 당산,84.025,201804,1~10,"71,500",19,2015,영신로55길
서울특별시 영등포구 당산동5가,13,13,0,당산2효성타운,84.38,201804,1~10,"92,000",5,2001,당산로42길
서울특별시 영등포구 당산동5가,42,42,0,삼성래미안,97.27,201804,1~10,"108,000",11,2003,당산로
서울특별시 영등포구 대림동,1101-1,1101,1,(1101-1),14.81,201804,11~20,"12,400",4,2012,도림천로19길
서울특별시 영등포구 대림동,946-1,946,1,대림현대,59.76,201804,1~10,"39,000",4,1999,시흥대로187길
서울특별시 영등포구 대림동,687-1,687,1,성락,70.38,201804,1~10,"27,700",2,1989,대림로34다길
서울특별시 영등포구 대림동,1115-1,1115,1,성원(1115-1),73.14,201804,1~10,"35,000",4,1997,디지털로64길
서울특별시 영등포구 대림동,1125,1125,0,신대림2차신동아파밀리에,84.88,201804,1~10,"65,000",7,2016,디지털로
서울특별시 영등포구 대림동,777-1,777,1,신동아,84.85,201804,11~20,"40,900",7,1987,가마산로
서울특별시 영등포구 대림동,717,717,0,쌍용플래티넘S,18.24,201804,1~10,"12,550",11,2013,대림로29길
서울특별시 영등포구 대림동,778-43,778,43,종인아네스트,75.8,201804,1~10,"36,600",5,2011,가마산로
서울특별시 영등포구 대림동,608-1,608,1,현대3,59.83,201804,1~10,"52,500",3,1997,도신로
서울특별시 영등포구 도림동,821,821,0,영등포아트자이,84.738,201804,1~10,"86,500",28,2014,도영로
서울특별시 영등포구 도림동,821,821,0,영등포아트자이,84.974,201804,21~30,"71,700",18,2014,도영로
서울특별시 영등포구 도림동,231-1,231,1,한라,84.38,201804,1~10,"41,500",14,1998,도신로15라길
서울특별시 영등포구 문래동2가,35,35,0,남성,58.52,201804,11~20,"38,000",7,1983,경인로77길
서울특별시 영등포구 문래동3가,13,13,0,문래동해태,59.41,201804,11~20,"39,500",12,1999,영신로25길
서울특별시 영등포구 문래동3가,13,13,0,문래동해태,59.4,201804,11~20,"38,000",8,1999,영신로25길
서울특별시 영등포구 문래동3가,54,54,0,문래자이,147.34,201804,1~10,"104,500",7,2001,당산로4길
서울특별시 영등포구 문래동3가,99,99,0,예지팰리스77차,52.96,201804,1~10,"31,000",11,2015,영등포로20길
서울특별시 영등포구 문래동3가,Feb-77,77,2,한신,58.96,201804,1~10,"48,000",13,1988,문래로20길
서울특별시 영등포구 문래동4가,43,43,0,문래동삼환,59.85,201804,1~10,"44,000",19,2001,도림로143길
서울특별시 영등포구 문래동4가,43,43,0,문래동삼환,84.98,201804,1~10,"51,300",11,2001,도림로143길
서울특별시 영등포구 문래동5가,21,21,0,현대3,84.36,201804,1~10,"47,800",6,1991,선유서로
서울특별시 영등포구 문래동5가,01월 23일,23,1,현대5,84.79,201804,1~10,"45,900",12,1992,선유서로9길
서울특별시 영등포구 문래동6가,Jan-47,47,1,대원,59.99,201804,21~30,"45,000",14,1998,문래로4길
서울특별시 영등포구 문래동6가,43,43,0,한신,40.04,201804,1~10,"29,500",12,1985,선유서로
서울특별시 영등포구 문래동6가,43,43,0,한신,107.46,201804,11~20,"58,000",12,1985,선유서로
서울특별시 영등포구 문래동6가,46,46,0,현대1,79.52,201804,11~20,"48,700",2,1986,문래로4길
서울특별시 영등포구 문래동6가,45,45,0,현대2,79.72,201804,1~10,"48,300",8,1987,문래로4길
서울특별시 영등포구 문래동6가,45,45,0,현대2,79.72,201804,11~20,"48,500",13,1987,문래로4길
서울특별시 영등포구 문래동6가,45,45,0,현대2,41.04,201804,11~20,"32,300",13,1987,문래로4길
서울특별시 영등포구 문래동6가,Jan-55,55,1,현대6,50.55,201804,1~10,"37,300",4,1997,선유서로
서울특별시 영등포구 신길동,Jan-67,67,1,경남,59.96,201804,1~10,"47,500",18,1999,영등포로
서울특별시 영등포구 신길동,Jan-67,67,1,경남,114.97,201804,11~20,"59,000",3,1999,영등포로
서울특별시 영등포구 신길동,499,499,0,동훈노보빌,72.36,201804,1~10,"53,000",6,2007,여의대방로29길
서울특별시 영등포구 신길동,02월 03일,2,3,삼두,57.87,201804,11~20,"38,500",7,1987,여의대방로61길
서울특별시 영등포구 신길동,897-1,897,1,삼환,59.53,201804,11~20,"50,500",10,1997,여의대방로43나길
서울특별시 영등포구 신길동,4935,4935,0,신기목련,59.04,201804,21~30,"36,900",16,2000,신길로42가길
서울특별시 영등포구 신길동,425-8,425,8,신풍두산위브,84.7,201804,21~30,"54,000",4,2005,대방천로
서울특별시 영등포구 신길동,4942,4942,0,여의도리버뷰,12.96,201804,11~20,"12,000",5,2012,여의대방로61길
서울특별시 영등포구 신길동,4942,4942,0,여의도리버뷰,12.96,201804,11~20,"11,000",4,2012,여의대방로61길
서울특별시 영등포구 신길동,4942,4942,0,여의도리버뷰,12.96,201804,21~30,"11,500",5,2012,여의대방로61길
서울특별시 영등포구 신길동,4656,4656,0,우성3,53.24,201804,1~10,"44,800",13,1989,대방천로14길
서울특별시 영등포구 신길동,4656,4656,0,우성3,83.66,201804,1~10,"54,200",10,1989,대방천로14길
서울특별시 영등포구 신길동,4656,4656,0,우성3,83.66,201804,11~20,"54,500",7,1989,대방천로14길
서울특별시 영등포구 신길동,769-1,769,1,한성,134.33,201804,11~20,"75,000",18,1997,가마산로
서울특별시 영등포구 신길동,454-4,454,4,한양,60.48,201804,11~20,"31,000",5,2003,영등포로86길
서울특별시 영등포구 양평동1가,20,20,0,신동아,50.81,201804,1~10,"41,500",4,1982,영등포로12길
서울특별시 영등포구 양평동1가,20,20,0,신동아,50.81,201804,11~20,"42,000",3,1982,영등포로12길
서울특별시 영등포구 양평동2가,23,23,0,벽산,59.58,201804,1~10,"35,300",3,1990,선유서로21길
서울특별시 영등포구 양평동2가,Jan-39,39,1,신벽산,59.85,201804,1~10,"40,000",23,1996,선유서로21길
서울특별시 영등포구 양평동2가,Jan-38,38,1,양평삼성,59.4,201804,11~20,"46,700",17,1998,영등포로3길
서울특별시 영등포구 양평동3가,Jan-55,55,1,양평경남,59.9,201804,11~20,"42,950",4,1998,선유로33길
서울특별시 영등포구 양평동3가,101,101,0,현대6,84.94,201804,1~10,"62,300",12,2000,선유로
서울특별시 영등포구 양평동4가,94,94,0,삼호한숲,59.9,201804,1~10,"49,000",10,2000,선유로47길
서울특별시 영등포구 양평동4가,12,12,0,성원,84.6,201804,1~10,"51,800",1,1993,양평로17길
서울특별시 영등포구 양평동4가,12,12,0,성원,84.66,201804,11~20,"55,000",11,1993,양평로17길
서울특별시 영등포구 양평동5가,76,76,0,한신,59.94,201804,1~10,"43,500",3,1996,양평로24길
서울특별시 영등포구 양평동5가,76,76,0,한신,84.87,201804,1~10,"67,000",11,1996,양평로24길
서울특별시 영등포구 양평동5가,76,76,0,한신,84.87,201804,1~10,"61,000",3,1996,양평로24길
서울특별시 영등포구 여의도동,28,28,0,광장,116.53,201804,1~10,"125,000",4,1978,여의나루로
서울특별시 영등포구 여의도동,61,61,0,리첸시아,147.71,201804,1~10,"108,000",15,2003,여의동로
서울특별시 영등포구 여의도동,51,51,0,삼익,123.27,201804,11~20,"125,500",7,1974,국제금융로
서울특별시 영등포구 여의도동,32,32,0,수정,150.65,201804,11~20,"125,000",9,1976,국제금융로7길
서울특별시 영등포구 여의도동,Apr-61,61,4,콤비빌딩,131.6,201804,21~30,"70,000",22,1994,63로
서울특별시 영등포구 영등포동,648,648,0,순영웰라이빌,84.88,201804,21~30,"48,000",7,2002,영등포로62길
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,84.908,201804,11~20,"70,000",10,2002,도신로29길
서울특별시 영등포구 영등포동,618-83,618,83,영일,38.02,201804,1~10,"17,700",3,1969,영신로19길
서울특별시 영등포구 영등포동,618-83,618,83,영일,38.02,201804,11~20,"17,700",5,1969,영신로19길
서울특별시 영등포구 영등포동1가,145,145,0,(145-0),14.24,201804,11~20,"11,500",10,2012,경인로114길
서울특별시 영등포구 영등포동1가,145,145,0,(145-0),14.24,201804,11~20,"11,300",7,2012,경인로114길
서울특별시 영등포구 영등포동1가,145,145,0,(145-0),14.24,201804,21~30,"11,200",6,2012,경인로114길
서울특별시 영등포구 영등포동1가,Apr-75,75,4,메트로가든,12.06,201804,1~10,"13,700",5,2013,경인로112길
서울특별시 영등포구 영등포동1가,113-1,113,1,여의도시티아이,12.59,201804,21~30,"13,200",17,2013,경인로
서울특별시 영등포구 영등포동1가,144,144,0,헤렌어반,13.331,201804,11~20,"11,000",4,2011,경인로114가길
서울특별시 영등포구 영등포동5가,Jan-49,49,1,현대프라자,68.06,201804,21~30,"39,400",8,1999,양산로
서울특별시 영등포구 영등포동7가,94-51,94,51,훼미리하우스117,16.98,201804,11~20,"11,700",3,2012,버드나루로
서울특별시 영등포구 영등포동7가,94-51,94,51,훼미리하우스117,16.98,201804,21~30,"12,000",8,2012,버드나루로
서울특별시 용산구 도원동,23,23,0,삼성래미안,84.69,201804,1~10,"80,800",22,2001,새창로
서울특별시 용산구 도원동,23,23,0,삼성래미안,114.99,201804,1~10,"85,000",2,2001,새창로
서울특별시 용산구 도원동,23,23,0,삼성래미안,114.99,201804,11~20,"73,000",1,2001,새창로
서울특별시 용산구 문배동,24-21,24,21,아크로타워,126.3,201804,1~10,"87,300",6,2007,백범로90길
서울특별시 용산구 문배동,01월 17일,17,1,지오베르크,76.1,201804,1~10,"63,500",12,2004,백범로
서울특별시 용산구 서빙고동,296,296,0,금호베스트빌1,156.58,201804,21~30,"105,000",1,2002,서빙고로51길
서울특별시 용산구 신계동,48,48,0,용산e편한세상,59.66,201804,21~30,"94,000",3,2011,원효로
서울특별시 용산구 신계동,48,48,0,용산e편한세상,59.66,201804,21~30,"97,000",11,2011,원효로
서울특별시 용산구 용산동5가,24,24,0,용산파크타워(24-0),131.53,201804,1~10,"180,000",29,2009,서빙고로
서울특별시 용산구 원효로1가,133-3,133,3,리첸시아용산,122.85,201804,21~30,"109,000",11,2010,백범로
서울특별시 용산구 원효로1가,41,41,0,용산 더프라임,59.557,201804,21~30,"84,800",4,2014,원효로90길
서울특별시 용산구 원효로4가,178,178,0,강변삼성스위트,84.9,201804,11~20,"90,000",20,1999,원효로
서울특별시 용산구 이촌동,302-53,302,53,골든맨숀,93.42,201804,1~10,"120,000",2,1971,이촌로62길
서울특별시 용산구 이촌동,411,411,0,동아그린,59.58,201804,1~10,"80,000",5,1999,이촌로
서울특별시 용산구 이촌동,302-64,302,64,장미,196.71,201804,11~20,"175,000",3,1975,이촌로64길
서울특별시 용산구 이촌동,404,404,0,한가람,59.88,201804,1~10,"104,000",2,1998,이촌로
서울특별시 용산구 이촌동,415,415,0,한강(대우),84.98,201804,11~20,"125,000",5,2000,이촌로
서울특별시 용산구 이태원동,729,729,0,남산대림,84.75,201804,1~10,"102,000",2,1994,녹사평대로
서울특별시 용산구 이태원동,02월 22일,22,2,청화1,104.69,201804,21~30,"125,000",5,1982,장문로
서울특별시 용산구 청암동,181,181,0,GS자이,223.75,201804,1~10,"173,000",15,2005,삼개로
서울특별시 용산구 한강로1가,231-23,231,23,삼각아파트,35.37,201804,1~10,"44,500",1,1970,한강대로62길
서울특별시 용산구 한강로3가,91,91,0,우림필유,84.99,201804,1~10,"89,600",12,2006,이촌로29길
서울특별시 용산구 한강로3가,91,91,0,우림필유,84.99,201804,21~30,"108,000",12,2006,이촌로29길
서울특별시 용산구 한남동,263-10,263,10,성아1,43.6,201804,21~30,"29,000",11,1970,독서당로
서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,37.53,201804,11~20,"43,000",5,2004,한남대로
서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,37.53,201804,11~20,"43,000",8,2004,한남대로
서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,73.39,201804,21~30,"83,500",5,2004,한남대로
서울특별시 용산구 후암동,55-20,55,20,프리마베라빌,199.25,201804,11~20,"93,000",5,2003,후암로28길
서울특별시 용산구 후암동,244-99,244,99,화인,143.25,201804,1~10,"70,500",1,2002,후암로16길
서울특별시 은평구 갈현동,136-6,136,6,대훈,82.62,201804,11~20,"33,500",3,2002,연서로25길
서울특별시 은평구 갈현동,548,548,0,유호루하스,16.768,201804,11~20,"12,500",8,2017,갈현로
서울특별시 은평구 갈현동,548,548,0,유호루하스,17.098,201804,21~30,"10,000",5,2017,갈현로
서울특별시 은평구 갈현동,548,548,0,유호루하스,21.27,201804,21~30,"13,000",8,2017,갈현로
서울특별시 은평구 갈현동,548,548,0,유호루하스,16.453,201804,21~30,"11,000",5,2017,갈현로
서울특별시 은평구 녹번동,280-1,280,1,녹번JR아파트,84.923,201804,1~10,"48,000",18,2002,통일로
서울특별시 은평구 녹번동,100-55,100,55,녹번현대아파트,79.52,201804,11~20,"33,800",12,1989,녹번로
서울특별시 은평구 녹번동,100-55,100,55,녹번현대아파트,79.52,201804,11~20,"30,000",1,1989,녹번로
서울특별시 은평구 녹번동,100-55,100,55,녹번현대아파트,79.52,201804,21~30,"35,000",4,1989,녹번로
서울특별시 은평구 녹번동,276,276,0,대림아파트(276),84.68,201804,1~10,"43,800",6,1993,통일로
서울특별시 은평구 대조동,04월 08일,4,8,대조리치빌III,32.24,201804,11~20,"23,000",13,2014,통일로
서울특별시 은평구 대조동,9-46,9,46,미래하임(9-46),39.92,201804,1~10,"28,400",11,2013,불광로1길
서울특별시 은평구 대조동,15-114,15,114,정익제이원아파트(15-114),25.68,201804,21~30,"22,500",11,2015,통일로65길
서울특별시 은평구 대조동,9-50,9,50,제이타워4,12.29,201804,1~10,"10,300",8,2013,통일로67길
서울특별시 은평구 불광동,248,248,0,라이프미성,84.65,201804,11~20,"47,500",9,1988,통일로
서울특별시 은평구 불광동,638,638,0,북한산래미안아파트(1단지),114.9986,201804,1~10,"71,300",3,2010,진흥로
서울특별시 은평구 불광동,637,637,0,북한산래미안아파트(2단지),84.9885,201804,11~20,"60,000",15,2010,진흥로
서울특별시 은평구 불광동,633,633,0,북한산현대홈타운,59.9765,201804,11~20,"48,800",6,2004,불광로2길
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,129.46,201804,1~10,"83,000",15,2010,불광로
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,84.98,201804,11~20,"60,000",12,2010,불광로
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,84.98,201804,11~20,"61,300",3,2010,불광로
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,59.99,201804,11~20,"49,000",3,2010,불광로
서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,59.99,201804,21~30,"49,000",6,2010,불광로
서울특별시 은평구 불광동,16-61,16,61,태양아파트,84.64,201804,11~20,"40,000",7,2004,불광로
서울특별시 은평구 수색동,415-1,415,1,대림한숲,84.951,201804,1~10,"43,000",3,2003,은평터널로
서울특별시 은평구 수색동,415-1,415,1,대림한숲,84.951,201804,1~10,"43,000",3,2003,은평터널로
서울특별시 은평구 수색동,415-1,415,1,대림한숲,114.18,201804,11~20,"54,500",8,2003,은평터널로
서울특별시 은평구 수색동,415-1,415,1,대림한숲,114.18,201804,11~20,"54,000",6,2003,은평터널로
서울특별시 은평구 신사동,371,371,0,두산위브2차,84.99,201804,1~10,"51,000",8,2011,가좌로12길
서울특별시 은평구 신사동,367,367,0,이랜드 타운아파트,59.982,201804,1~10,"34,900",9,2004,은평터널로
서울특별시 은평구 신사동,359,359,0,현대1,84.17,201804,1~10,"39,300",9,1997,은평터널로
서울특별시 은평구 역촌동,Sep-58,58,9,부호(102동),117,201804,11~20,"39,000",6,2004,연서로5길
서울특별시 은평구 역촌동,17-51,17,51,아이언,84.72,201804,1~10,"32,500",3,2004,진흥로9길
서울특별시 은평구 역촌동,Mar-77,77,3,한양아트빌(77-3),43.15,201804,11~20,"19,500",5,2010,갈현로5길
서울특별시 은평구 응암동,176,176,0,대우푸르지오,114.92,201804,1~10,"45,000",2,2008,백련산로
서울특별시 은평구 응암동,759,759,0,백련산힐스테이트1차,59.63,201804,1~10,"46,800",11,2011,백련산로2길
서울특별시 은평구 응암동,759,759,0,백련산힐스테이트1차,84.59,201804,1~10,"51,000",11,2011,백련산로2길
서울특별시 은평구 응암동,759,759,0,백련산힐스테이트1차,59.63,201804,1~10,"47,700",5,2011,백련산로2길
서울특별시 은평구 응암동,759,759,0,백련산힐스테이트1차,84.37,201804,11~20,"53,000",9,2011,백련산로2길
서울특별시 은평구 응암동,759,759,0,백련산힐스테이트1차,84.21,201804,11~20,"58,300",12,2011,백련산로2길
서울특별시 은평구 응암동,759,759,0,백련산힐스테이트1차,59.63,201804,11~20,"43,800",1,2011,백련산로2길
서울특별시 은평구 응암동,759,759,0,백련산힐스테이트1차,84.59,201804,11~20,"53,000",3,2011,백련산로2길
서울특별시 은평구 응암동,759,759,0,백련산힐스테이트1차,84.59,201804,21~30,"54,000",12,2011,백련산로2길
서울특별시 은평구 응암동,759,759,0,백련산힐스테이트1차,114.66,201804,21~30,"64,800",14,2011,백련산로2길
서울특별시 은평구 응암동,760,760,0,백련산힐스테이트2차,114.66,201804,1~10,"64,800",8,2011,백련산로
서울특별시 은평구 응암동,760,760,0,백련산힐스테이트2차,84.59,201804,1~10,"54,600",15,2011,백련산로
서울특별시 은평구 응암동,760,760,0,백련산힐스테이트2차,84.37,201804,11~20,"53,800",11,2011,백련산로
서울특별시 은평구 응암동,760,760,0,백련산힐스테이트2차,59.63,201804,11~20,"43,500",2,2011,백련산로
서울특별시 은평구 응암동,761,761,0,백련산힐스테이트3차,84.43,201804,1~10,"53,500",8,2011,백련산로
서울특별시 은평구 응암동,761,761,0,백련산힐스테이트3차,84.43,201804,11~20,"55,000",13,2011,백련산로
서울특별시 은평구 응암동,123-25,123,25,자선메르시안102동(123-25),46.32,201804,1~10,"24,700",6,2002,불광천길
서울특별시 은평구 증산동,167-1,167,1,167-1(문영마운틴),84.69,201804,1~10,"43,000",7,2004,증산로9길
서울특별시 은평구 증산동,244,244,0,우방,59.91,201804,1~10,"39,000",2,2000,증산로3길
서울특별시 은평구 증산동,244,244,0,우방,59.91,201804,1~10,"39,000",5,2000,증산로3길
서울특별시 은평구 진관동,25,25,0,구파발(래미안),101.99,201804,11~20,"65,000",3,2010,진관3로
서울특별시 은평구 진관동,107,107,0,마고정(센트레빌3단지),84.17,201804,11~20,"59,000",3,2009,진관2로
서울특별시 은평구 진관동,107,107,0,마고정(센트레빌3단지),59.37,201804,11~20,"50,700",2,2009,진관2로
서울특별시 은평구 진관동,101,101,0,박석고개12단지,59.85,201804,1~10,"55,500",7,2009,진관1로
서울특별시 은평구 진관동,102,102,0,박석고개1단지,59.87,201804,1~10,"55,000",4,2009,진관1로
서울특별시 은평구 진관동,102,102,0,박석고개1단지,59.85,201804,1~10,"55,500",10,2009,진관1로
